Gene,Non-unique Gene name,Annotation,8CESK0LV,IUSRULWE,MEALYT7M,MTU6F5AX,YMM2RB8W
group_1348,,transporter,GCDEOBMB_01714,DBBBBKPJ_01818,INHMNHHN_01375,PDFLHPBO_03446,FNCGEDBI_04393
group_1347,,transglycosylase,GCDEOBMB_03863,DBBBBKPJ_00610,INHMNHHN_04474,PDFLHPBO_02653,FNCGEDBI_01019
pncB2,pncB2,nicotinate phosphoribosyltransferase,GCDEOBMB_00820,DBBBBKPJ_03647,INHMNHHN_02147,PDFLHPBO_01128,FNCGEDBI_04035
group_1346,,hypothetical protein,GCDEOBMB_01833,DBBBBKPJ_01936,INHMNHHN_01257,PDFLHPBO_03609,FNCGEDBI_04274
group_1345,,hypothetical protein,GCDEOBMB_01644,DBBBBKPJ_04548,INHMNHHN_03957,PDFLHPBO_02762,FNCGEDBI_01083
group_1344,,hypothetical protein,GCDEOBMB_03555,DBBBBKPJ_03942,INHMNHHN_00016,PDFLHPBO_03238,FNCGEDBI_01792
popD,popD,translocator outer membrane protein PopD,GCDEOBMB_03325,DBBBBKPJ_04092,INHMNHHN_00166,PDFLHPBO_03387,FNCGEDBI_01565
flgK,flgK,flagellar hook-associated protein FlgK,GCDEOBMB_01617,DBBBBKPJ_04521,INHMNHHN_03930,PDFLHPBO_02784,FNCGEDBI_01115
yiiM_2,;yiiM_2,hypothetical protein;Protein YiiM,GCDEOBMB_03745,DBBBBKPJ_06029,INHMNHHN_05988,PDFLHPBO_06185;PDFLHPBO_04410,FNCGEDBI_05691
pncB1,pncB1,nicotinate phosphoribosyltransferase,GCDEOBMB_04538,DBBBBKPJ_01500,INHMNHHN_02477,PDFLHPBO_04842,FNCGEDBI_02807
group_1341,,hypothetical protein,GCDEOBMB_02041,DBBBBKPJ_02262,INHMNHHN_03603,PDFLHPBO_02222,FNCGEDBI_04223
ftsW,ftsW,cell division protein FtsW,GCDEOBMB_00858,DBBBBKPJ_03609,INHMNHHN_02109,PDFLHPBO_01090,FNCGEDBI_03997
group_1340,,major facilitator superfamily transporter,GCDEOBMB_03983,DBBBBKPJ_00731,INHMNHHN_01498,PDFLHPBO_02540,FNCGEDBI_00891
pucA,pucA,putative xanthine dehydrogenase subunit A,GCDEOBMB_04216,DBBBBKPJ_03381,INHMNHHN_01894,PDFLHPBO_00372,FNCGEDBI_02285
estB,;estB,esterase;Esterase EstB,GCDEOBMB_03830,DBBBBKPJ_05621,INHMNHHN_04964,PDFLHPBO_03173,FNCGEDBI_06434
phhC,phhC,aromatic amino acid aminotransferase,GCDEOBMB_02011,DBBBBKPJ_02292,INHMNHHN_03633,PDFLHPBO_02253,FNCGEDBI_04192
hflK,hflK,protease subunit HflK,GCDEOBMB_04564,DBBBBKPJ_01526,INHMNHHN_02502,PDFLHPBO_04867,FNCGEDBI_02784
group_1339,,hypothetical protein,GCDEOBMB_04649,DBBBBKPJ_01612,INHMNHHN_02588,PDFLHPBO_04952,FNCGEDBI_02698
group_1338,,hypothetical protein,GCDEOBMB_01861,DBBBBKPJ_01649,INHMNHHN_01536,PDFLHPBO_02515,FNCGEDBI_00852
dap,dap,D-aminopeptidase,GCDEOBMB_03500,DBBBBKPJ_03997,INHMNHHN_00071,PDFLHPBO_03293,FNCGEDBI_01737
yfdC,yfdC,Inner membrane protein YfdC,GCDEOBMB_00298,DBBBBKPJ_03873,INHMNHHN_04399,PDFLHPBO_03720,FNCGEDBI_04705
flgJ,flgJ,peptidoglycan hydrolase FlgJ,GCDEOBMB_01616,DBBBBKPJ_04520,INHMNHHN_03929,PDFLHPBO_02785,FNCGEDBI_01116
uctC,uctC,Acetyl-CoA:oxalate CoA-transferase,GCDEOBMB_01999,DBBBBKPJ_02304,INHMNHHN_03645,PDFLHPBO_02265,FNCGEDBI_04180
tldD,tldD;,Metalloprotease TldD;hypothetical protein,GCDEOBMB_02504,DBBBBKPJ_01738,INHMNHHN_05319,PDFLHPBO_04505,FNCGEDBI_03602
group_1331,,transporter,GCDEOBMB_05946,DBBBBKPJ_03274,INHMNHHN_02236,PDFLHPBO_01217,FNCGEDBI_01512
group_1330,,hypothetical protein,GCDEOBMB_02194,DBBBBKPJ_01397,INHMNHHN_02374,PDFLHPBO_04741,FNCGEDBI_02909
group_1329,,hypothetical protein,GCDEOBMB_02495,DBBBBKPJ_01729,INHMNHHN_05328,PDFLHPBO_04496,FNCGEDBI_03611
group_1327,,transporter,GCDEOBMB_05684,DBBBBKPJ_03202,INHMNHHN_01622,PDFLHPBO_02430,FNCGEDBI_00766
waaL,waaL,O-antigen ligase WaaL,GCDEOBMB_04622,DBBBBKPJ_01585,INHMNHHN_02561,PDFLHPBO_04925,FNCGEDBI_02725
group_1326,,hypothetical protein,GCDEOBMB_03786,DBBBBKPJ_05988,INHMNHHN_06029,PDFLHPBO_05176,FNCGEDBI_05650
group_1325,,acetyl-CoA acetyltransferase,GCDEOBMB_03353,DBBBBKPJ_04064,INHMNHHN_00138,PDFLHPBO_03359,FNCGEDBI_01593
group_1324,,hypothetical protein,GCDEOBMB_03557,DBBBBKPJ_03940,INHMNHHN_00014,PDFLHPBO_03236,FNCGEDBI_01794
group_1323,,hypothetical protein,GCDEOBMB_02848,DBBBBKPJ_02420,INHMNHHN_03761,PDFLHPBO_00465,FNCGEDBI_02192
alr,alr,biosynthetic alanine racemase,GCDEOBMB_04550,DBBBBKPJ_01512,INHMNHHN_02488,PDFLHPBO_04853,FNCGEDBI_02796
sulA,sulA,Cell division inhibitor SulA,GCDEOBMB_05834,DBBBBKPJ_02057,INHMNHHN_01114,PDFLHPBO_04042,FNCGEDBI_05051
group_1321,,transcriptional regulator,GCDEOBMB_02917,DBBBBKPJ_03405,INHMNHHN_01917,PDFLHPBO_00395,FNCGEDBI_02262
pslK,pslK,biofilm formation protein PslL,GCDEOBMB_03757,DBBBBKPJ_06017,INHMNHHN_06000,PDFLHPBO_06197,FNCGEDBI_05679
group_1319,,O-antigen acetylase,GCDEOBMB_05163,DBBBBKPJ_05187,INHMNHHN_04917,PDFLHPBO_00870,FNCGEDBI_03697
cobP,cobP,bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase,GCDEOBMB_03975,DBBBBKPJ_00723,INHMNHHN_01490,PDFLHPBO_02548,FNCGEDBI_00899
pslH,pslH,biofilm formation protein PslH,GCDEOBMB_03754,DBBBBKPJ_06020,INHMNHHN_05997,PDFLHPBO_06194,FNCGEDBI_05682
group_1316,,hypothetical protein,GCDEOBMB_02840,DBBBBKPJ_02054,INHMNHHN_03773,PDFLHPBO_00473,FNCGEDBI_02184
coaC,coaC,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase,GCDEOBMB_05270,DBBBBKPJ_01202,INHMNHHN_03556,PDFLHPBO_04579,FNCGEDBI_06118
hutI,hutI,imidazolonepropionase,GCDEOBMB_04715,DBBBBKPJ_04659,INHMNHHN_02653,PDFLHPBO_00718,FNCGEDBI_02634
group_1315,,hypothetical protein,GCDEOBMB_02838,DBBBBKPJ_02052,INHMNHHN_03775,PDFLHPBO_00475,FNCGEDBI_02182
group_1314,,transcriptional regulator,GCDEOBMB_03930,DBBBBKPJ_00678,INHMNHHN_01448,PDFLHPBO_02589,FNCGEDBI_00955
group_1313,,hypothetical protein,GCDEOBMB_00422,DBBBBKPJ_02174,INHMNHHN_05064,PDFLHPBO_04112,FNCGEDBI_03411
nrtA,nrtA,Nitrate/nitrite binding protein NrtA,GCDEOBMB_03403,DBBBBKPJ_04014,INHMNHHN_00088,PDFLHPBO_03309,FNCGEDBI_01643
group_1312,,hypothetical protein,GCDEOBMB_03804,DBBBBKPJ_05970,INHMNHHN_06047,PDFLHPBO_05158,FNCGEDBI_05632
group_1311,,hypothetical protein,GCDEOBMB_02150,DBBBBKPJ_02754,INHMNHHN_04313,PDFLHPBO_03790,FNCGEDBI_04888
fleS,fleS,two-component sensor,GCDEOBMB_01635,DBBBBKPJ_04539,INHMNHHN_03948,PDFLHPBO_02771,FNCGEDBI_01092
group_1310,,hypothetical protein,GCDEOBMB_06344,DBBBBKPJ_03227,INHMNHHN_01597,PDFLHPBO_02455,FNCGEDBI_00791
group_1308,,transcriptional regulator,GCDEOBMB_02160,DBBBBKPJ_02764,INHMNHHN_04323,PDFLHPBO_03780,FNCGEDBI_04878
group_1307,,hypothetical protein,GCDEOBMB_00285,DBBBBKPJ_03861,INHMNHHN_04387,PDFLHPBO_03732,FNCGEDBI_04717
group_1306,,hypothetical protein,GCDEOBMB_05822,DBBBBKPJ_02069,INHMNHHN_01102,PDFLHPBO_04054,FNCGEDBI_05063
group_1305,,hypothetical protein,GCDEOBMB_02468,DBBBBKPJ_01702,INHMNHHN_05355,PDFLHPBO_04469,FNCGEDBI_03638
group_1304,,hypothetical protein,GCDEOBMB_02074,DBBBBKPJ_02678,INHMNHHN_04237,PDFLHPBO_01679,FNCGEDBI_05169
group_1303,,hypothetical protein,GCDEOBMB_01848,DBBBBKPJ_01662,INHMNHHN_01549,PDFLHPBO_02502,FNCGEDBI_00839
group_1302,,major facilitator superfamily transporter,GCDEOBMB_04050,DBBBBKPJ_00798,INHMNHHN_05635,PDFLHPBO_03946,FNCGEDBI_05784
group_1301,,major facilitator superfamily transporter,GCDEOBMB_04236,DBBBBKPJ_06136,INHMNHHN_00369,PDFLHPBO_05903,FNCGEDBI_04971
group_1300,,major facilitator superfamily transporter,GCDEOBMB_04212,DBBBBKPJ_03377,INHMNHHN_01890,PDFLHPBO_00368,FNCGEDBI_02289
nasA,nasA,nitrate transporter,GCDEOBMB_03400,DBBBBKPJ_04017,INHMNHHN_00091,PDFLHPBO_03312,FNCGEDBI_01640
group_1297,,aminotransferase,GCDEOBMB_02166,DBBBBKPJ_02770,INHMNHHN_04329,PDFLHPBO_03774,FNCGEDBI_04872
group_1296,,hypothetical protein,GCDEOBMB_05955,DBBBBKPJ_03283,INHMNHHN_02227,PDFLHPBO_01208,FNCGEDBI_01521
group_1295,,cytochrome b,GCDEOBMB_00875,DBBBBKPJ_03592,INHMNHHN_02092,PDFLHPBO_01073,FNCGEDBI_03980
group_1291,,type II secretion system protein,GCDEOBMB_05818,DBBBBKPJ_02073,INHMNHHN_01098,PDFLHPBO_04058,FNCGEDBI_05067
group_1290,,hypothetical protein,GCDEOBMB_02461,DBBBBKPJ_01690,INHMNHHN_05359,PDFLHPBO_04462,FNCGEDBI_03642
group_1289,,hypothetical protein,GCDEOBMB_02463,DBBBBKPJ_01692,INHMNHHN_05357,PDFLHPBO_04464,FNCGEDBI_03640
group_1288,,phosphoserine phosphatase,GCDEOBMB_04582,DBBBBKPJ_01544,INHMNHHN_02520,PDFLHPBO_04885,FNCGEDBI_02766
group_1287,,hypothetical protein;sensor protein,GCDEOBMB_02021,DBBBBKPJ_02282,INHMNHHN_03623,PDFLHPBO_02242;PDFLHPBO_02243,FNCGEDBI_04202;FNCGEDBI_04203
esiB,esiB,Secretory immunoglobulin A-binding protein EsiB,GCDEOBMB_00962,DBBBBKPJ_03505,INHMNHHN_02005,PDFLHPBO_00986,FNCGEDBI_03893
group_1286,,transcriptional regulator,GCDEOBMB_03980,DBBBBKPJ_00728,INHMNHHN_01495,PDFLHPBO_02543,FNCGEDBI_00894
rtcB_1,rtcB_1,RNA-splicing ligase RtcB,GCDEOBMB_02903,DBBBBKPJ_03419,INHMNHHN_01931,PDFLHPBO_00409,FNCGEDBI_02248
group_1285,,hypothetical protein,GCDEOBMB_01689,DBBBBKPJ_04592,INHMNHHN_04001,PDFLHPBO_02675,FNCGEDBI_01038
group_1284,,hypothetical protein,GCDEOBMB_05130,DBBBBKPJ_00164,INHMNHHN_03028,PDFLHPBO_02019,FNCGEDBI_01353
aprF_3,aprF_3,alkaline protease secretion protein AprF,GCDEOBMB_04596,DBBBBKPJ_01558,INHMNHHN_02534,PDFLHPBO_04899,FNCGEDBI_02752
group_1280,,2-octaprenyl-3-methyl-6-methoxy-14-benzoquinol hydroxylase,GCDEOBMB_05181,DBBBBKPJ_05169,INHMNHHN_04899,PDFLHPBO_00852,FNCGEDBI_03715
group_1279,,hydrolase,GCDEOBMB_00345,DBBBBKPJ_01246,INHMNHHN_04446,PDFLHPBO_03673,FNCGEDBI_04658
group_1278,,hypothetical protein,GCDEOBMB_00283,DBBBBKPJ_03859,INHMNHHN_04385,PDFLHPBO_03734,FNCGEDBI_04719
argJ,argJ,bifunctional ornithine acetyltransferase/N-acetylglutamate synthase,GCDEOBMB_00847,DBBBBKPJ_03620,INHMNHHN_02120,PDFLHPBO_01101,FNCGEDBI_04008
group_1277,,hypothetical protein,GCDEOBMB_01867,DBBBBKPJ_01643,INHMNHHN_01530,PDFLHPBO_02521,FNCGEDBI_00858
group_1276,,metallopeptidase,GCDEOBMB_00944,DBBBBKPJ_03523,INHMNHHN_02023,PDFLHPBO_01004,FNCGEDBI_03911
group_1275,,transcriptional regulator,GCDEOBMB_00436,DBBBBKPJ_02160,INHMNHHN_05050,PDFLHPBO_04098,FNCGEDBI_03425
group_1274,,hydrolase,GCDEOBMB_00787,DBBBBKPJ_03680,INHMNHHN_02180,PDFLHPBO_01161,FNCGEDBI_04068
aruC,aruC,acetylornithine aminotransferase,GCDEOBMB_01986,DBBBBKPJ_02317,INHMNHHN_03658,PDFLHPBO_02278,FNCGEDBI_04167
group_1273,,hypothetical protein,GCDEOBMB_04782,DBBBBKPJ_04749,INHMNHHN_04832,PDFLHPBO_00785,FNCGEDBI_03824
obg,obg,GTPase ObgE,GCDEOBMB_02885,DBBBBKPJ_03437,INHMNHHN_01949,PDFLHPBO_00427,FNCGEDBI_02230
atuD,atuD,citronellyl-CoA dehydrogenase,GCDEOBMB_02104,DBBBBKPJ_02708,INHMNHHN_04267,PDFLHPBO_01709,FNCGEDBI_05199
group_1272,,glycosyl transferase family protein,GCDEOBMB_02040,DBBBBKPJ_02263,INHMNHHN_03604,PDFLHPBO_02223,FNCGEDBI_04222
group_1269,,hypothetical protein,GCDEOBMB_04333,DBBBBKPJ_05589,INHMNHHN_00341,PDFLHPBO_05931,FNCGEDBI_05000
group_1267,,hypothetical protein,GCDEOBMB_02827,DBBBBKPJ_02041,INHMNHHN_03786,PDFLHPBO_00487,FNCGEDBI_02163
group_1266,,hypothetical protein,GCDEOBMB_02829,DBBBBKPJ_02043,INHMNHHN_03784,PDFLHPBO_00485,FNCGEDBI_02165
cycH,cycH,cytochrome c-type biogenesis protein CycH,GCDEOBMB_05669,DBBBBKPJ_03217,INHMNHHN_01607,PDFLHPBO_02445,FNCGEDBI_00781
fdhD,fdhD,Sulfur carrier protein FdhD,GCDEOBMB_04812,DBBBBKPJ_04787,INHMNHHN_04857,PDFLHPBO_00810,FNCGEDBI_03757
group_1260,,acyl carrier protein,GCDEOBMB_03577,DBBBBKPJ_06043,INHMNHHN_05891,PDFLHPBO_03216,FNCGEDBI_01814
group_1259,,Cardiolipin synthase,GCDEOBMB_04712,DBBBBKPJ_04662,INHMNHHN_02650,PDFLHPBO_00715,FNCGEDBI_02637
fiuA_2,fiuA_2,ferrichrome receptor FiuA,GCDEOBMB_03806,DBBBBKPJ_05968,INHMNHHN_06049,PDFLHPBO_05156,FNCGEDBI_05630
yddE,;yddE,isomerase;putative isomerase YddE,GCDEOBMB_04064,DBBBBKPJ_00812,INHMNHHN_05651,PDFLHPBO_03932,FNCGEDBI_05770
group_1258,,putative protein,GCDEOBMB_04545,DBBBBKPJ_01507,INHMNHHN_02484,PDFLHPBO_04849,FNCGEDBI_02800
group_1257,,hypothetical protein,GCDEOBMB_00987,DBBBBKPJ_03466,INHMNHHN_01978,PDFLHPBO_00958,FNCGEDBI_03866
glcF,glcF,glycolate oxidase iron-sulfur subunit,GCDEOBMB_05303,DBBBBKPJ_01169,INHMNHHN_03523,PDFLHPBO_04546,FNCGEDBI_06151
group_1255,,RNA polymerase sigma factor,GCDEOBMB_02274,DBBBBKPJ_01477,INHMNHHN_02454,PDFLHPBO_04819,FNCGEDBI_02830
group_1252,,major facilitator superfamily transporter,GCDEOBMB_02534,DBBBBKPJ_06208,INHMNHHN_05288,PDFLHPBO_06179,FNCGEDBI_03572
sbcD,sbcD,exonuclease SbcD,GCDEOBMB_05938,DBBBBKPJ_03266,INHMNHHN_02244,PDFLHPBO_01225,FNCGEDBI_01504
group_1248,,serine/threonine transporter SstT,GCDEOBMB_05521,DBBBBKPJ_04158,INHMNHHN_04610,PDFLHPBO_05241,FNCGEDBI_01314
group_1247,,hypothetical protein,GCDEOBMB_05698,DBBBBKPJ_03188,INHMNHHN_01636,PDFLHPBO_02416,FNCGEDBI_00752
group_1246,,major facilitator superfamily transporter,GCDEOBMB_03904,DBBBBKPJ_00651,INHMNHHN_01425,PDFLHPBO_02612,FNCGEDBI_00978
group_1245,,acyl-CoA dehydrogenase,GCDEOBMB_02482,DBBBBKPJ_01716,INHMNHHN_05341,PDFLHPBO_04483,FNCGEDBI_03624
group_1244,,hypothetical protein,GCDEOBMB_01772,DBBBBKPJ_01875,INHMNHHN_01318,PDFLHPBO_03503,FNCGEDBI_04335
group_1240,,amino acid permease,GCDEOBMB_04246,DBBBBKPJ_05608,INHMNHHN_00360,PDFLHPBO_05912,FNCGEDBI_04981
bkdA1,bkdA1,2-oxoisovalerate dehydrogenase subunit alpha,GCDEOBMB_03764,DBBBBKPJ_06010,INHMNHHN_06007,PDFLHPBO_05198,FNCGEDBI_05672
group_1239,,aminotransferase,GCDEOBMB_05850,DBBBBKPJ_01289,INHMNHHN_02263,PDFLHPBO_04632,FNCGEDBI_03018
group_1238,,hypothetical protein,GCDEOBMB_01518,DBBBBKPJ_02011,INHMNHHN_06137,PDFLHPBO_02884,FNCGEDBI_01284
pctA,pctA;,chemotactic transducer PctA;hypothetical protein,GCDEOBMB_06426;GCDEOBMB_05966,DBBBBKPJ_06219,INHMNHHN_02216,PDFLHPBO_01197,FNCGEDBI_06422
group_1237,,ABC transporter permease,GCDEOBMB_05504,DBBBBKPJ_04141,INHMNHHN_03010,PDFLHPBO_02038,FNCGEDBI_01332
pctC,;pctC,hypothetical protein;chemotactic transducer PctC,GCDEOBMB_05964,DBBBBKPJ_06217;DBBBBKPJ_03293,INHMNHHN_02218,PDFLHPBO_01199,4_refound_65_stop
group_1236,,transporter,GCDEOBMB_05678,DBBBBKPJ_03208,INHMNHHN_01616,PDFLHPBO_02436,FNCGEDBI_00772
group_1235,,3-hydroxyacyl-CoA dehydrogenase,GCDEOBMB_04821,DBBBBKPJ_04796,INHMNHHN_04866,PDFLHPBO_00819,FNCGEDBI_03748
sucB,sucB,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase,GCDEOBMB_01781,DBBBBKPJ_01884,INHMNHHN_01309,PDFLHPBO_03512,FNCGEDBI_04326
xdhA,xdhA,xanthine dehydrogenase,GCDEOBMB_06359,DBBBBKPJ_01948,INHMNHHN_01245,PDFLHPBO_03627,FNCGEDBI_06426
group_1231,,hypothetical protein,GCDEOBMB_04208;GCDEOBMB_04209,DBBBBKPJ_03374,INHMNHHN_01887;INHMNHHN_00754,PDFLHPBO_00575;PDFLHPBO_00365,FNCGEDBI_02292
group_1230,,hypothetical protein,GCDEOBMB_01925,DBBBBKPJ_02378,INHMNHHN_03719,PDFLHPBO_02337,FNCGEDBI_04106
ambE,ambE,protein AmbE,GCDEOBMB_03817,DBBBBKPJ_05634,INHMNHHN_04977,PDFLHPBO_03160,FNCGEDBI_06459
group_1229,,secretion pathway ATPase,GCDEOBMB_05192,DBBBBKPJ_05927,INHMNHHN_04888,PDFLHPBO_00841,FNCGEDBI_03726
group_1228,,hypothetical protein,GCDEOBMB_04152,DBBBBKPJ_03309,INHMNHHN_06060,PDFLHPBO_05210,FNCGEDBI_06373
hemY,hemY,Protein HemY,GCDEOBMB_05144,DBBBBKPJ_05207,INHMNHHN_04937,PDFLHPBO_00890,FNCGEDBI_03677
comM_2~~~comM_1~~~comM,comM_2;comM_1;comM,Competence protein ComM,GCDEOBMB_01008,DBBBBKPJ_05395,INHMNHHN_05979,PDFLHPBO_04609,FNCGEDBI_06088
lysC,lysC,aspartokinase,GCDEOBMB_01977,DBBBBKPJ_02326,INHMNHHN_03667,PDFLHPBO_02287,FNCGEDBI_04158
group_1224,,choline transporter;hypothetical protein,GCDEOBMB_01009,DBBBBKPJ_05397;DBBBBKPJ_05396,INHMNHHN_05980;INHMNHHN_03585,PDFLHPBO_04608,FNCGEDBI_06089
fabF1,fabF1,3-oxoacyl-ACP synthase,GCDEOBMB_05651,DBBBBKPJ_02629,INHMNHHN_04189,PDFLHPBO_01631,FNCGEDBI_05121
group_1222,,hypothetical protein,GCDEOBMB_01763,DBBBBKPJ_01866,INHMNHHN_01327,PDFLHPBO_03494,FNCGEDBI_04344
group_1221,,porin;hypothetical protein,GCDEOBMB_01555,DBBBBKPJ_04458;DBBBBKPJ_04457,INHMNHHN_03868,PDFLHPBO_02847,FNCGEDBI_01177
group_1220,,ECF subfamily sigma-70 factor,GCDEOBMB_04049,DBBBBKPJ_00797,INHMNHHN_05634,PDFLHPBO_03947,FNCGEDBI_05785
group_1219,,hypothetical protein,GCDEOBMB_03941,DBBBBKPJ_00689,INHMNHHN_01455,PDFLHPBO_02582,FNCGEDBI_00936
mexE,mexE,resistance-nodulation-cell division (RND) multidrug efflux membrane fusion protein MexE,GCDEOBMB_02541,DBBBBKPJ_06254,INHMNHHN_05281,PDFLHPBO_06172,FNCGEDBI_03565
group_1218,,cbb3-type cytochrome C oxidase subunit I,GCDEOBMB_03562,DBBBBKPJ_03935,INHMNHHN_00009,PDFLHPBO_03231,FNCGEDBI_01799
glyA3,glyA3,serine hydroxymethyltransferase,GCDEOBMB_04233,DBBBBKPJ_03399,INHMNHHN_01911,PDFLHPBO_00389,FNCGEDBI_02268
group_1216,,hypothetical protein,GCDEOBMB_04428,DBBBBKPJ_04169,INHMNHHN_04599,PDFLHPBO_05251,FNCGEDBI_06012
group_1215,,hypothetical protein,GCDEOBMB_03800,DBBBBKPJ_05974,INHMNHHN_06043,PDFLHPBO_05162,FNCGEDBI_05636
group_1214,,cytochrome C,GCDEOBMB_04215,DBBBBKPJ_03380,INHMNHHN_01893,PDFLHPBO_00371,FNCGEDBI_02286
nrdB,nrdB,ribonucleotide-diphosphate reductase subunit beta,GCDEOBMB_03847,DBBBBKPJ_00594,INHMNHHN_04458,PDFLHPBO_02669,FNCGEDBI_01035
lysA,lysA,diaminopimelate decarboxylase,GCDEOBMB_03288,DBBBBKPJ_05331,INHMNHHN_05966,PDFLHPBO_06115,FNCGEDBI_06075
cefD,cefD,Isopenicillin N epimerase,GCDEOBMB_02785,DBBBBKPJ_02237,INHMNHHN_01692,PDFLHPBO_02174,FNCGEDBI_04250
group_1213,,major facilitator superfamily transporter,GCDEOBMB_02783,DBBBBKPJ_02235,INHMNHHN_01690,PDFLHPBO_02172,FNCGEDBI_04252
cobL,cobL,precorrin-6y-dependent methyltransferase CobL,GCDEOBMB_02086,DBBBBKPJ_02690,INHMNHHN_04249,PDFLHPBO_01691,FNCGEDBI_05181
group_1211,,hypothetical protein,GCDEOBMB_03809,DBBBBKPJ_05642,INHMNHHN_04987,PDFLHPBO_03150,FNCGEDBI_05360
phzF1_2~~~phzF1,phzF1_2;phzF1,trans-23-dihydro-3-hydroxyanthranilate isomerase,0_refound_13,DBBBBKPJ_06132,2_refound_39,PDFLHPBO_01227,FNCGEDBI_04967
mgtA,;mgtA,hypothetical protein;Mg(2+) transport ATPase,GCDEOBMB_02200,DBBBBKPJ_01403,INHMNHHN_02381;INHMNHHN_02380,PDFLHPBO_04747,FNCGEDBI_02903
group_1210,,glyceraldehyde-3-phosphate dehydrogenase,GCDEOBMB_03838,DBBBBKPJ_05613,INHMNHHN_04956,PDFLHPBO_03181,FNCGEDBI_06318
kynU,kynU,kynureninase KynU,GCDEOBMB_05128,DBBBBKPJ_00162,INHMNHHN_03030,PDFLHPBO_02017,FNCGEDBI_01355
group_1207,,hypothetical protein,GCDEOBMB_01915,DBBBBKPJ_02387,INHMNHHN_03728,PDFLHPBO_05828,FNCGEDBI_01306
group_1206,,oxidoreductase,GCDEOBMB_04707,DBBBBKPJ_04667,INHMNHHN_02646,PDFLHPBO_00710,FNCGEDBI_02640
group_1205,,chorismate mutase,GCDEOBMB_04817,DBBBBKPJ_04792,INHMNHHN_04862,PDFLHPBO_00815,FNCGEDBI_03752
group_1201,,oxidoreductase,GCDEOBMB_03813,DBBBBKPJ_05638,INHMNHHN_04981,PDFLHPBO_03156,FNCGEDBI_06301
proX,proX,Prolyl-tRNA editing protein ProX,GCDEOBMB_03547,DBBBBKPJ_03950,INHMNHHN_00024,PDFLHPBO_03246,FNCGEDBI_01784
group_1200,,oxidoreductase,GCDEOBMB_03962,DBBBBKPJ_00710,INHMNHHN_01476,PDFLHPBO_02561,FNCGEDBI_00912
group_1199,,hypothetical protein,GCDEOBMB_02531,DBBBBKPJ_06205,INHMNHHN_05291,PDFLHPBO_06182,FNCGEDBI_03575
opdK,opdK,vanillate porin OpdK,GCDEOBMB_02276,DBBBBKPJ_01479,INHMNHHN_02456,PDFLHPBO_04821,FNCGEDBI_02828
braE,braE,branched-chain amino acid ABC transporter permease BraE,GCDEOBMB_01603,DBBBBKPJ_04507,INHMNHHN_03916,PDFLHPBO_02798,FNCGEDBI_01129
ftsA,ftsA,cell division protein FtsA,GCDEOBMB_00853,DBBBBKPJ_03614,INHMNHHN_02114,PDFLHPBO_01095,FNCGEDBI_04002
ntrC,ntrC;,two-component response regulator NtrC;hypothetical protein,GCDEOBMB_04748,DBBBBKPJ_04626,INHMNHHN_02686,PDFLHPBO_00751,FNCGEDBI_00751;FNCGEDBI_02601
arcA,arcA,arginine deiminase,GCDEOBMB_04802,DBBBBKPJ_04777,INHMNHHN_04848,PDFLHPBO_00801,FNCGEDBI_03766
lasA,lasA,protease LasA,GCDEOBMB_03579,DBBBBKPJ_06041,INHMNHHN_05889,PDFLHPBO_03214,FNCGEDBI_01816
group_1196,,chemotaxis transducer,GCDEOBMB_01719,DBBBBKPJ_01823,INHMNHHN_01370,PDFLHPBO_03451,FNCGEDBI_04388;FNCGEDBI_04387
rho,rho,transcription termination factor Rho,GCDEOBMB_05162,DBBBBKPJ_05188,INHMNHHN_04918,PDFLHPBO_00871,FNCGEDBI_03696
group_1192,,hypothetical protein,GCDEOBMB_03912,DBBBBKPJ_00659,INHMNHHN_01433,PDFLHPBO_02604,FNCGEDBI_00970
gcvP1,gcvP1,glycine dehydrogenase,GCDEOBMB_05189,DBBBBKPJ_05161,INHMNHHN_04891,PDFLHPBO_00844,FNCGEDBI_03723
group_1189,,hypothetical protein,GCDEOBMB_05791,DBBBBKPJ_02100,INHMNHHN_01071,PDFLHPBO_04084,FNCGEDBI_05094
tadA_3,tadA_3,ATPase TadA,GCDEOBMB_05959,DBBBBKPJ_03287,INHMNHHN_02223,PDFLHPBO_01204,FNCGEDBI_01525
ttuD,ttuD,Putative hydroxypyruvate reductase,GCDEOBMB_05686,DBBBBKPJ_03200,INHMNHHN_01624,PDFLHPBO_02428,FNCGEDBI_00764
amiC_1,amiC_1,aliphatic amidase expression-regulating protein,GCDEOBMB_02235,DBBBBKPJ_01438,INHMNHHN_02416,PDFLHPBO_04781,FNCGEDBI_02868
group_1186,,heat-shock protein,GCDEOBMB_02251,DBBBBKPJ_01454,INHMNHHN_02431,PDFLHPBO_04796,FNCGEDBI_02853
group_1184,,hypothetical protein,GCDEOBMB_04202,DBBBBKPJ_03368,INHMNHHN_00748,PDFLHPBO_00583;PDFLHPBO_00582,FNCGEDBI_02298
