Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,8CESK0LV,IUSRULWE,MEALYT7M,MTU6F5AX,YMM2RB8W
moeB,moeB,molybdopterin biosynthesis protein MoeB,5,5,1.0,2,3194,,,,759,759,759.0,GCDEOBMB_04168,DBBBBKPJ_03334,INHMNHHN_00714,PDFLHPBO_00617,FNCGEDBI_02332
garK,garK,Glycerate 2-kinase,5,5,1.0,2,3193,,,,1146,1146,1146.0,GCDEOBMB_01582,DBBBBKPJ_04486,INHMNHHN_03895,PDFLHPBO_02819,FNCGEDBI_01150
yycJ,yycJ,Putative metallo-hydrolase YycJ,5,5,1.0,2,3192,,,,759,759,759.0,GCDEOBMB_01539,DBBBBKPJ_01990,INHMNHHN_03852,PDFLHPBO_02863,FNCGEDBI_01193
group_2275,,GTP cyclohydrolase 1 type 2,5,5,1.0,2,3191,,,,759,759,759.0,GCDEOBMB_00890,DBBBBKPJ_03577,INHMNHHN_02077,PDFLHPBO_01058,FNCGEDBI_03965
speA_1,speA_1,3-ketoacyl-ACP reductase,5,5,1.0,2,3190,,,,759,759,759.0,GCDEOBMB_00834,DBBBBKPJ_03633,INHMNHHN_02133,PDFLHPBO_01114,FNCGEDBI_04021
group_2273,,tRNA (cmo5U34)-methyltransferase,5,5,1.0,2,3188,,,,759,759,759.0,GCDEOBMB_00399,DBBBBKPJ_02197,INHMNHHN_01653,PDFLHPBO_02135,FNCGEDBI_03388
group_2270,,short-chain dehydrogenase,5,5,1.0,2,3184,,,,762,762,762.0,GCDEOBMB_03531,DBBBBKPJ_03966,INHMNHHN_00040,PDFLHPBO_03262,FNCGEDBI_01768
group_2269,,hypothetical protein,5,5,1.0,2,3183,,,,762,762,762.0,GCDEOBMB_03518,DBBBBKPJ_03979,INHMNHHN_00053,PDFLHPBO_03275,FNCGEDBI_01755
group_2268,,hypothetical protein,5,5,1.0,2,3182,,,,762,762,762.0,GCDEOBMB_03379,DBBBBKPJ_04038,INHMNHHN_00112,PDFLHPBO_03333,FNCGEDBI_01619
xylL,xylL,16-dihydroxycyclohexa-24-diene-1-carboxylate dehydrogenase,5,5,1.0,2,3181,,,,762,762,762.0,GCDEOBMB_02519,DBBBBKPJ_01753,INHMNHHN_05303,PDFLHPBO_04520,FNCGEDBI_03587
group_2267,,short-chain dehydrogenase,5,5,1.0,2,3180,,,,762,762,762.0,GCDEOBMB_02285,DBBBBKPJ_01488,INHMNHHN_02465,PDFLHPBO_04830,FNCGEDBI_02819
group_2266,,short-chain dehydrogenase,5,5,1.0,2,3179,,,,762,762,762.0,GCDEOBMB_01716,DBBBBKPJ_01820,INHMNHHN_01373,PDFLHPBO_03448,FNCGEDBI_04391
group_2265,,enoyl-CoA hydratase,5,5,1.0,2,3178,,,,762,762,762.0,GCDEOBMB_01551,DBBBBKPJ_04453,INHMNHHN_03864,PDFLHPBO_02851,FNCGEDBI_01181
kdsB,kdsB,3-deoxy-manno-octulosonate cytidylyltransferase,5,5,1.0,2,3176,,,,765,765,765.0,GCDEOBMB_06405,DBBBBKPJ_02615,INHMNHHN_04175,PDFLHPBO_01617,FNCGEDBI_05107
group_2262,,N(G)N(G)-dimethylarginine dimethylaminohydrolase,5,5,1.0,2,3174,,,,765,765,765.0,GCDEOBMB_03887,DBBBBKPJ_00634,INHMNHHN_01408,PDFLHPBO_02629,FNCGEDBI_00995
group_2261,,hypothetical protein,5,5,1.0,2,3173,,,,765,765,765.0,GCDEOBMB_02109,DBBBBKPJ_02713,INHMNHHN_04272,PDFLHPBO_01714,FNCGEDBI_05204
group_2260,,hypothetical protein,5,5,1.0,2,3172,,,,765,765,765.0,GCDEOBMB_02098,DBBBBKPJ_02702,INHMNHHN_04261,PDFLHPBO_01703,FNCGEDBI_05193
aotP,aotP,arginine/ornithine ABC transporter ATP-binding protein AotP,5,5,1.0,2,3171,,,,765,765,765.0,GCDEOBMB_01989,DBBBBKPJ_02314,INHMNHHN_03655,PDFLHPBO_02275,FNCGEDBI_04170
group_2259,,hypothetical protein,5,5,1.0,2,3170,,,,765,765,765.0,GCDEOBMB_01776,DBBBBKPJ_01879,INHMNHHN_01314,PDFLHPBO_03507,FNCGEDBI_04331
group_2258,,hemin importer ATP-binding subunit,5,5,1.0,2,3168,,,,768,768,768.0,GCDEOBMB_05859,DBBBBKPJ_01280,INHMNHHN_02254,PDFLHPBO_04623,FNCGEDBI_03027
fliP,fliP,flagellar biosynthesis protein FliP,5,5,1.0,2,3167,,,,768,768,768.0,GCDEOBMB_05573,DBBBBKPJ_03253,INHMNHHN_01570,PDFLHPBO_02481,FNCGEDBI_00818
group_2257,,hypothetical protein,5,5,1.0,2,3166,,,,768,768,768.0,GCDEOBMB_05242,DBBBBKPJ_05324,INHMNHHN_05959,PDFLHPBO_03188,FNCGEDBI_06297
group_2256,,nuclease,5,5,1.0,2,3165,,,,768,768,768.0,GCDEOBMB_04671,DBBBBKPJ_05903,INHMNHHN_02610,PDFLHPBO_00674,FNCGEDBI_02676
soj_5,soj_5,Sporulation initiation inhibitor protein Soj,5,5,1.0,2,3164,,,,768,768,768.0,GCDEOBMB_04651,DBBBBKPJ_01614,INHMNHHN_02590,PDFLHPBO_04954,FNCGEDBI_02696
group_2255,,short-chain dehydrogenase,5,5,1.0,2,3163,,,,768,768,768.0,GCDEOBMB_03532,DBBBBKPJ_03965,INHMNHHN_00039,PDFLHPBO_03261,FNCGEDBI_01769
ampDh3,ampDh3,protein AmpDh3,5,5,1.0,2,3162,,,,768,768,768.0,GCDEOBMB_02779,DBBBBKPJ_02231,INHMNHHN_01686,PDFLHPBO_02168,FNCGEDBI_04256
group_2254,,short-chain dehydrogenase,5,5,1.0,2,3161,,,,768,768,768.0,GCDEOBMB_02478,DBBBBKPJ_01712,INHMNHHN_05345,PDFLHPBO_04479,FNCGEDBI_03628
group_2253,,sulfite oxidase subunit YedY,5,5,1.0,2,3160,,,,768,768,768.0,GCDEOBMB_02260,DBBBBKPJ_01463,INHMNHHN_02440,PDFLHPBO_04805,FNCGEDBI_02844
hisP,hisP,histidine ABC transporter ATP-binding protein HisP,5,5,1.0,2,3159,,,,768,768,768.0,GCDEOBMB_02067,DBBBBKPJ_02671,INHMNHHN_04230,PDFLHPBO_01672,FNCGEDBI_05162
braF,braF,ABC transporter ATP-binding protein,5,5,1.0,2,3158,,,,768,768,768.0,GCDEOBMB_01602,DBBBBKPJ_04506,INHMNHHN_03915,PDFLHPBO_02799,FNCGEDBI_01130
dsbG,dsbG,thiol:disulfide interchange protein DsbG,5,5,1.0,2,3153,,,,771,771,771.0,GCDEOBMB_05602,DBBBBKPJ_04825,INHMNHHN_06150,PDFLHPBO_06222,FNCGEDBI_03548
hisF1,hisF1,imidazole glycerol phosphate synthase subunit HisF,5,5,1.0,2,3152,,,,771,771,771.0,GCDEOBMB_04763,DBBBBKPJ_04611,INHMNHHN_05674,PDFLHPBO_00766,FNCGEDBI_06405
ubiE,ubiE,ubiquinone/menaquinone biosynthesis methyltransferase,5,5,1.0,2,3151,,,,771,771,771.0,GCDEOBMB_04686,DBBBBKPJ_04688,INHMNHHN_02625,PDFLHPBO_00689,FNCGEDBI_02661
group_2248,,NAD-dependent protein deacylase,5,5,1.0,2,3150,,,,771,771,771.0,GCDEOBMB_03889,DBBBBKPJ_00636,INHMNHHN_01410,PDFLHPBO_02627,FNCGEDBI_00993
ygiD,ygiD,45-DOPA dioxygenase extradiol,5,5,1.0,2,3149,,,,771,771,771.0,GCDEOBMB_02155,DBBBBKPJ_02759,INHMNHHN_04318,PDFLHPBO_03785,FNCGEDBI_04883
group_2247,,hypothetical protein,5,5,1.0,2,3148,,,,771,771,771.0,GCDEOBMB_02121,DBBBBKPJ_02725,INHMNHHN_04284,PDFLHPBO_01726,FNCGEDBI_05216
group_2246,,transcriptional regulator,5,5,1.0,2,3147,,,,771,771,771.0,GCDEOBMB_00784,DBBBBKPJ_03683,INHMNHHN_02183,PDFLHPBO_01164,FNCGEDBI_04071
group_2245,,transcriptional regulator,5,5,1.0,2,3146,,,,774,774,774.0,GCDEOBMB_06093,DBBBBKPJ_01344,INHMNHHN_02320,PDFLHPBO_04688,FNCGEDBI_02962
group_2244,,ABC transporter ATP-binding protein,5,5,1.0,2,3145,,,,774,774,774.0,GCDEOBMB_04778,DBBBBKPJ_04745,INHMNHHN_04828,PDFLHPBO_00781,FNCGEDBI_03828
yafJ,yafJ,Putative glutamine amidotransferase YafJ,5,5,1.0,2,3144,,,,774,774,774.0,GCDEOBMB_04004,DBBBBKPJ_00752,INHMNHHN_05590,PDFLHPBO_03991,FNCGEDBI_05830
group_2243,,ABC transporter ATP-binding protein,5,5,1.0,2,3143,,,,774,774,774.0,GCDEOBMB_02081,DBBBBKPJ_02685,INHMNHHN_04244,PDFLHPBO_01686,FNCGEDBI_05176
group_2242,,enoyl-CoA hydratase,5,5,1.0,2,3142,,,,774,774,774.0,GCDEOBMB_00773,DBBBBKPJ_03694,INHMNHHN_02194,PDFLHPBO_01175,FNCGEDBI_04082
group_2241,,hypothetical protein,5,5,1.0,2,3141,,,,774,774,774.0,GCDEOBMB_00120,DBBBBKPJ_02778,INHMNHHN_04337,PDFLHPBO_03766,FNCGEDBI_04864
group_2239,,transcriptional regulator,5,5,1.0,2,3139,,,,777,777,777.0,GCDEOBMB_05677,DBBBBKPJ_03209,INHMNHHN_01615,PDFLHPBO_02437,FNCGEDBI_00773
mttC_3,mttC_3,secretion protein MttC,5,5,1.0,2,3138,,,,777,777,777.0,GCDEOBMB_05645,DBBBBKPJ_02635,INHMNHHN_04195,PDFLHPBO_01637,FNCGEDBI_05127
fliR,fliR,flagellar biosynthesis protein FliR,5,5,1.0,2,3137,,,,777,777,777.0,GCDEOBMB_05575,DBBBBKPJ_03251,INHMNHHN_01572,PDFLHPBO_02479,FNCGEDBI_00816
group_2237,,hypothetical protein,5,5,1.0,2,3135,,,,777,777,777.0,GCDEOBMB_04605,DBBBBKPJ_01567,INHMNHHN_02543,PDFLHPBO_04908,FNCGEDBI_02743
group_2236,,oxidoreductase,5,5,1.0,2,3134,,,,777,777,777.0,GCDEOBMB_04220,DBBBBKPJ_03385,INHMNHHN_01898,PDFLHPBO_00376,FNCGEDBI_02281
group_2235,,hydroxyacylglutathione hydrolase,5,5,1.0,2,3133,,,,777,777,777.0,GCDEOBMB_03517,DBBBBKPJ_03980,INHMNHHN_00054,PDFLHPBO_03276,FNCGEDBI_01754
group_2234,,hypothetical protein,5,5,1.0,2,3132,,,,777,777,777.0,GCDEOBMB_02199,DBBBBKPJ_01402,INHMNHHN_02379,PDFLHPBO_04746,FNCGEDBI_02904
group_2233,,acyltransferase,5,5,1.0,2,3131,,,,777,777,777.0,GCDEOBMB_00794,DBBBBKPJ_03673,INHMNHHN_02173,PDFLHPBO_01154,FNCGEDBI_04061
group_2232,,transcriptional regulator,5,5,1.0,2,3130,,,,780,780,780.0,GCDEOBMB_06355,DBBBBKPJ_01952,INHMNHHN_05575,PDFLHPBO_04006,FNCGEDBI_06307
group_2231,,hypothetical protein,5,5,1.0,2,3129,,,,780,780,780.0,GCDEOBMB_05866,DBBBBKPJ_01273,INHMNHHN_02247,PDFLHPBO_04616,FNCGEDBI_03034
toxR,toxR,transcriptional regulator ToxR,5,5,1.0,2,3128,,,,780,780,780.0,GCDEOBMB_05797,DBBBBKPJ_02094,INHMNHHN_01076,PDFLHPBO_04078,FNCGEDBI_05088
crc,crc,catabolite repression control protein,5,5,1.0,2,3127,,,,780,780,780.0,GCDEOBMB_05282,DBBBBKPJ_01190,INHMNHHN_03544,PDFLHPBO_04567,FNCGEDBI_06130
group_2230,,short-chain dehydrogenase,5,5,1.0,2,3126,,,,780,780,780.0,GCDEOBMB_04027,DBBBBKPJ_00776,INHMNHHN_05613,PDFLHPBO_03968,FNCGEDBI_05807
yfcA,yfcA,putative membrane transporter protein YfcA,5,5,1.0,2,3125,,,,780,780,780.0,GCDEOBMB_03528,DBBBBKPJ_03969,INHMNHHN_00043,PDFLHPBO_03265,FNCGEDBI_01765
group_2229,,hypothetical protein,5,5,1.0,2,3124,,,,780,780,780.0,GCDEOBMB_03294,DBBBBKPJ_04123,INHMNHHN_00197,PDFLHPBO_03418,FNCGEDBI_01533
aotJ,aotJ,arginine/ornithine ABC transporter substrate-binding protein AotJ,5,5,1.0,2,3123,,,,780,780,780.0,GCDEOBMB_01993,DBBBBKPJ_02310,INHMNHHN_03651,PDFLHPBO_02271,FNCGEDBI_04174
group_2228,,hypothetical protein,5,5,1.0,2,3122,,,,780,780,780.0,GCDEOBMB_01672,DBBBBKPJ_04575,INHMNHHN_03984,PDFLHPBO_02735,FNCGEDBI_01056
group_2227,,transcriptional regulator,5,5,1.0,2,3121,,,,780,780,780.0,GCDEOBMB_01646,DBBBBKPJ_04550,INHMNHHN_03959,PDFLHPBO_02760,FNCGEDBI_01081
group_2226,,isomerase,5,5,1.0,2,3120,,,,780,780,780.0,GCDEOBMB_00308,DBBBBKPJ_03883,INHMNHHN_04409,PDFLHPBO_03710,FNCGEDBI_04695
group_2225,,hypothetical protein,5,5,1.0,2,3119,,,,1284,1284,1284.0,GCDEOBMB_05568,DBBBBKPJ_03258,INHMNHHN_01565,PDFLHPBO_02486,FNCGEDBI_00823
group_2224,,ABC transporter permease,5,5,1.0,2,3118,,,,780,780,780.0,GCDEOBMB_00261,DBBBBKPJ_03785,INHMNHHN_06198,PDFLHPBO_03757,FNCGEDBI_04741
hyi,hyi,Hydroxypyruvate isomerase,5,5,1.0,2,3115,,,,783,783,783.0,GCDEOBMB_05688,DBBBBKPJ_03198,INHMNHHN_01626,PDFLHPBO_02426,FNCGEDBI_00762
group_2221,,hypothetical protein,5,5,1.0,2,3114,,,,255,255,255.0,GCDEOBMB_01879,DBBBBKPJ_01631,INHMNHHN_01518,PDFLHPBO_02533,FNCGEDBI_00870
group_2219,,hypothetical protein,5,5,1.0,2,3112,,,,783,783,783.0,GCDEOBMB_02020,DBBBBKPJ_02283,INHMNHHN_03624,PDFLHPBO_02244,FNCGEDBI_04201
group_2218,,transcriptional regulator,5,5,1.0,2,3111,,,,783,783,783.0,GCDEOBMB_01768,DBBBBKPJ_01871,INHMNHHN_01322,PDFLHPBO_03499,FNCGEDBI_04339
group_2217,,cytochrome C1,5,5,1.0,2,3110,,,,783,783,783.0,GCDEOBMB_00874,DBBBBKPJ_03593,INHMNHHN_02093,PDFLHPBO_01074,FNCGEDBI_03981
group_2216,,methionine aminopeptidase,5,5,1.0,2,3109,,,,783,783,783.0,GCDEOBMB_00339,DBBBBKPJ_01252,INHMNHHN_04440,PDFLHPBO_03679,FNCGEDBI_04664
pfpI_1,pfpI_1,protease PfpI,5,5,1.0,2,3108,,,,582,582,582.0,GCDEOBMB_00779,DBBBBKPJ_03688,INHMNHHN_02188,PDFLHPBO_01169,FNCGEDBI_04076
hisJ,hisJ,histidine ABC transporter substrate-binding protein HisJ,5,5,1.0,2,3107,,,,786,786,786.0,GCDEOBMB_02070,DBBBBKPJ_02674,INHMNHHN_04233,PDFLHPBO_01675,FNCGEDBI_05165
group_2215,,enoyl-CoA hydratase,5,5,1.0,2,3106,,,,786,786,786.0,GCDEOBMB_01737,DBBBBKPJ_01841,INHMNHHN_01352,PDFLHPBO_03469,FNCGEDBI_04369
flgG,flgG,flagellar basal body rod protein FlgG,5,5,1.0,2,3105,,,,786,786,786.0,GCDEOBMB_01613,DBBBBKPJ_04517,INHMNHHN_03926,PDFLHPBO_02788,FNCGEDBI_01119
group_2214,,hypothetical protein,5,5,1.0,2,3104,,,,786,786,786.0,GCDEOBMB_00791,DBBBBKPJ_03676,INHMNHHN_02176,PDFLHPBO_01157,FNCGEDBI_04064
group_2212,,plasmid partitioning protein,5,5,1.0,2,3101,,,,789,789,789.0,GCDEOBMB_05589,DBBBBKPJ_03237,INHMNHHN_01586,PDFLHPBO_02465,FNCGEDBI_00802
cheZ,cheZ,protein phosphatase CheZ,5,5,1.0,2,3100,,,,789,789,789.0,GCDEOBMB_05584,DBBBBKPJ_03242,INHMNHHN_01581,PDFLHPBO_02470,FNCGEDBI_00807
group_2211,,pili assembly chaperone,5,5,1.0,2,3099,,,,789,789,789.0,GCDEOBMB_04180,DBBBBKPJ_03346,INHMNHHN_00726,PDFLHPBO_00605,FNCGEDBI_02320
pscT,pscT,translocation protein in type III secretion,5,5,1.0,2,3098,,,,789,789,789.0,GCDEOBMB_03307,DBBBBKPJ_04110,INHMNHHN_00184,PDFLHPBO_03405,FNCGEDBI_01546
group_2210,,transcriptional regulator,5,5,1.0,2,3097,,,,789,789,789.0,GCDEOBMB_02763,DBBBBKPJ_02215,INHMNHHN_01670,PDFLHPBO_02152,FNCGEDBI_03371
group_2209,,transcriptional regulator,5,5,1.0,2,3096,,,,789,789,789.0,GCDEOBMB_02017,DBBBBKPJ_02286,INHMNHHN_03627,PDFLHPBO_02247,FNCGEDBI_04198
phhA,phhA,phenylalanine 4-monooxygenase,5,5,1.0,2,3095,,,,789,789,789.0,GCDEOBMB_02009,DBBBBKPJ_02294,INHMNHHN_03635,PDFLHPBO_02255,FNCGEDBI_04190
group_2208,,transcriptional regulator,5,5,1.0,2,3094,,,,789,789,789.0,GCDEOBMB_01676,DBBBBKPJ_04579,INHMNHHN_03988,PDFLHPBO_02731,FNCGEDBI_01052
group_2205,,hypothetical protein,5,5,1.0,2,3091,,,,792,792,792.0,GCDEOBMB_03858,DBBBBKPJ_00605,INHMNHHN_04469,PDFLHPBO_02658,FNCGEDBI_01024
group_2204,,enoyl-CoA hydratase,5,5,1.0,2,3090,,,,792,792,792.0,GCDEOBMB_04602,DBBBBKPJ_01564,INHMNHHN_02540,PDFLHPBO_04905,FNCGEDBI_02746
group_2203,,hypothetical protein,5,5,1.0,2,3089,,,,792,792,792.0,GCDEOBMB_03580,DBBBBKPJ_06040,INHMNHHN_05888,PDFLHPBO_03213,FNCGEDBI_01817
cntL,cntL,L-histidine 2-aminobutanoyltransferase,5,5,1.0,2,3088,,,,792,792,792.0,GCDEOBMB_02212,DBBBBKPJ_01415,INHMNHHN_02393,PDFLHPBO_04758,FNCGEDBI_02891
group_2199,,short-chain dehydrogenase,5,5,1.0,2,3083,,,,795,795,795.0,GCDEOBMB_04041,DBBBBKPJ_00790,INHMNHHN_05627,PDFLHPBO_03954,FNCGEDBI_05793
pslD,pslD,biofilm formation protein PslD,5,5,1.0,2,3082,,,,795,795,795.0,GCDEOBMB_03750,DBBBBKPJ_06024,INHMNHHN_05993,PDFLHPBO_06190,FNCGEDBI_05686
atuE,atuE,isohexenylglutaconyl-CoA hydratase,5,5,1.0,2,3081,,,,795,795,795.0,GCDEOBMB_02103,DBBBBKPJ_02707,INHMNHHN_04266,PDFLHPBO_01708,FNCGEDBI_05198
group_2198,,hypothetical protein,5,5,1.0,2,3080,,,,795,795,795.0,GCDEOBMB_00826,DBBBBKPJ_03641,INHMNHHN_02141,PDFLHPBO_01122,FNCGEDBI_04029
cbpA,cbpA,cAMP-binding protein A,5,5,1.0,2,3078,,,,798,798,798.0,GCDEOBMB_05861,DBBBBKPJ_01278,INHMNHHN_02252,PDFLHPBO_04621,FNCGEDBI_03029
liuC,liuC,gamma-carboxygeranoyl-CoA hydratase,5,5,1.0,2,3077,,,,798,798,798.0,GCDEOBMB_04410,DBBBBKPJ_04187,INHMNHHN_04580,PDFLHPBO_05270,FNCGEDBI_06030
group_2196,,acyl-CoA dehydrogenase,5,5,1.0,2,3076,,,,1155,1155,1155.0,GCDEOBMB_01735,DBBBBKPJ_01839,INHMNHHN_01354,PDFLHPBO_03467,FNCGEDBI_04371
murI,murI,glutamate racemase,5,5,1.0,2,3075,,,,798,798,798.0,GCDEOBMB_04169,DBBBBKPJ_03335,INHMNHHN_00715,PDFLHPBO_00616,FNCGEDBI_02331
group_2195,,hypothetical protein,5,5,1.0,2,3074,,,,798,798,798.0,GCDEOBMB_04150,DBBBBKPJ_03307,INHMNHHN_06062,PDFLHPBO_05212,FNCGEDBI_06375
group_2194,,transcriptional regulator,5,5,1.0,2,3073,,,,798,798,798.0,GCDEOBMB_03957,DBBBBKPJ_00705,INHMNHHN_01471,PDFLHPBO_02566,FNCGEDBI_00917
fabI,fabI,NADH-dependent enoyl-ACP reductase,5,5,1.0,2,3071,,,,798,798,798.0,GCDEOBMB_03510,DBBBBKPJ_03987,INHMNHHN_00061,PDFLHPBO_03283,FNCGEDBI_01747
group_2192,,short-chain dehydrogenase,5,5,1.0,2,3070,,,,798,798,798.0,GCDEOBMB_02208,DBBBBKPJ_01411,INHMNHHN_02389,PDFLHPBO_04754,FNCGEDBI_02895
group_2191,,hypothetical protein,5,5,1.0,2,3069,,,,798,798,798.0,GCDEOBMB_02122,DBBBBKPJ_02726,INHMNHHN_04285,PDFLHPBO_01727,FNCGEDBI_05217
group_2190,,ABC transporter permease,5,5,1.0,2,3068,,,,798,798,798.0,GCDEOBMB_00900,DBBBBKPJ_03567,INHMNHHN_02067,PDFLHPBO_01048,FNCGEDBI_03955
tam_6,tam_6,Trans-aconitate 2-methyltransferase,5,5,1.0,2,3067,,,,801,801,801.0,GCDEOBMB_06379,DBBBBKPJ_01375,INHMNHHN_02352,PDFLHPBO_04719,FNCGEDBI_02931
panB,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,5,5,1.0,2,3066,,,,801,801,801.0,GCDEOBMB_06052,DBBBBKPJ_01303,INHMNHHN_02278,PDFLHPBO_04647,FNCGEDBI_03003
group_2189,,transcriptional regulator,5,5,1.0,2,3065,,,,801,801,801.0,GCDEOBMB_05292,DBBBBKPJ_01180,INHMNHHN_03534,PDFLHPBO_04557,FNCGEDBI_06140
hutG,hutG,N-formylglutamate amidohydrolase,5,5,1.0,2,3064,,,,801,801,801.0,GCDEOBMB_04714,DBBBBKPJ_04660,INHMNHHN_02652,PDFLHPBO_00717,FNCGEDBI_02635
group_2188,,ABC transporter,5,5,1.0,2,3063,,,,801,801,801.0,GCDEOBMB_04699,DBBBBKPJ_04675,INHMNHHN_02638,PDFLHPBO_00702,FNCGEDBI_02648
group_2187,,putative protein,5,5,1.0,2,3062,,,,801,801,801.0,GCDEOBMB_03348,DBBBBKPJ_04069,INHMNHHN_00143,PDFLHPBO_03364,FNCGEDBI_01588
group_2186,,transcriptional regulator,5,5,1.0,2,3061,,,,801,801,801.0,GCDEOBMB_01543,DBBBBKPJ_04444,INHMNHHN_03856,PDFLHPBO_02859,FNCGEDBI_01189
group_2185,,membrane-bound lytic murein transglycosylase A,5,5,1.0,2,3060,,,,1158,1158,1158.0,GCDEOBMB_03914,DBBBBKPJ_00661,INHMNHHN_01435,PDFLHPBO_02602,FNCGEDBI_00968
group_2184,,transcriptional regulator,5,5,1.0,2,3059,,,,804,804,804.0,GCDEOBMB_05945,DBBBBKPJ_03273,INHMNHHN_02237,PDFLHPBO_01218,FNCGEDBI_01511
lpxT,lpxT,Lipid A 1-diphosphate synthase,5,5,1.0,2,3058,,,,804,804,804.0,GCDEOBMB_05208,DBBBBKPJ_05910,INHMNHHN_04872,PDFLHPBO_00825,FNCGEDBI_03742
tatC,tatC,transporter TatC,5,5,1.0,2,3057,,,,804,804,804.0,GCDEOBMB_04693,DBBBBKPJ_04681,INHMNHHN_02632,PDFLHPBO_00696,FNCGEDBI_02654
group_2183,,transcriptional regulator,5,5,1.0,2,3056,,,,804,804,804.0,GCDEOBMB_04407,DBBBBKPJ_04190,INHMNHHN_04577,PDFLHPBO_05273,FNCGEDBI_06033
rrmA,rrmA,rRNA methyltransferase,5,5,1.0,2,3055,,,,804,804,804.0,GCDEOBMB_03853,DBBBBKPJ_00600,INHMNHHN_04464,PDFLHPBO_02663,FNCGEDBI_01029
group_2182,,hypothetical protein,5,5,1.0,2,3054,,,,1158,1158,1158.0,GCDEOBMB_01808,DBBBBKPJ_01911,INHMNHHN_01282,PDFLHPBO_03584,FNCGEDBI_04299
mttC_2,mttC_2,secretion protein MttC,5,5,1.0,2,3053,,,,804,804,804.0,GCDEOBMB_02127,DBBBBKPJ_02731,INHMNHHN_04290,PDFLHPBO_01732,FNCGEDBI_05222
group_2181,,transcriptional regulator,5,5,1.0,2,3051,,,,807,807,807.0,GCDEOBMB_06182,DBBBBKPJ_06121,INHMNHHN_05385,PDFLHPBO_06137,FNCGEDBI_06251
dapB,dapB,4-hydroxy-tetrahydrodipicolinate reductase,5,5,1.0,2,3050,,,,807,807,807.0,GCDEOBMB_06083,DBBBBKPJ_01334,INHMNHHN_02310,PDFLHPBO_04678,FNCGEDBI_02972
group_2180,,transcriptional regulator,5,5,1.0,2,3049,,,,807,807,807.0,GCDEOBMB_05671,DBBBBKPJ_03215,INHMNHHN_01609,PDFLHPBO_02443,FNCGEDBI_00779
waaP_2,waaP_2,lipopolysaccharide kinase WaaP,5,5,1.0,2,3047,,,,807,807,807.0,GCDEOBMB_04632,DBBBBKPJ_01595,INHMNHHN_02571,PDFLHPBO_04935,FNCGEDBI_02715
group_2177,,transcriptional regulator,5,5,1.0,2,3045,,,,807,807,807.0,GCDEOBMB_03924,DBBBBKPJ_00672,INHMNHHN_01442,PDFLHPBO_02595,FNCGEDBI_00961
group_2176,,hypothetical protein,5,5,1.0,2,3044,,,,807,807,807.0,GCDEOBMB_01742,DBBBBKPJ_01846,INHMNHHN_01347,PDFLHPBO_03474,FNCGEDBI_04364
group_2175,,flagellar assembly protein FliH,5,5,1.0,2,3043,,,,807,807,807.0,GCDEOBMB_01640,DBBBBKPJ_04544,INHMNHHN_03953,PDFLHPBO_02766,FNCGEDBI_01087
group_2174,,hypothetical protein,5,5,1.0,2,3042,,,,807,807,807.0,GCDEOBMB_00770,DBBBBKPJ_03697,INHMNHHN_02197,PDFLHPBO_01178,FNCGEDBI_04085
tam_4,tam_4,Trans-aconitate 2-methyltransferase,5,5,1.0,2,3039,,,,810,810,810.0,GCDEOBMB_04252,DBBBBKPJ_05602,INHMNHHN_00354,PDFLHPBO_05918,FNCGEDBI_04987
lptF_3,lptF_3,outer membrane porin F,5,5,1.0,2,3038,,,,810,810,810.0,GCDEOBMB_02093,DBBBBKPJ_02697,INHMNHHN_04256,PDFLHPBO_01698,FNCGEDBI_05188
group_2172,,hypothetical protein,5,5,1.0,2,3037,,,,810,810,810.0,GCDEOBMB_01573,DBBBBKPJ_04477,INHMNHHN_03886,PDFLHPBO_02828,FNCGEDBI_01159
group_2171,,hypothetical protein,5,5,1.0,2,3036,,,,810,810,810.0,GCDEOBMB_00938,DBBBBKPJ_03529,INHMNHHN_02029,PDFLHPBO_01010,FNCGEDBI_03917
group_2170,,ABC transporter ATP-binding protein,5,5,1.0,2,3035,,,,810,810,810.0,GCDEOBMB_00901,DBBBBKPJ_03566,INHMNHHN_02066,PDFLHPBO_01047,FNCGEDBI_03954
group_2167,,hypothetical protein,5,5,1.0,2,3032,,,,813,813,813.0,GCDEOBMB_04615,DBBBBKPJ_01577,INHMNHHN_02553,PDFLHPBO_04918,FNCGEDBI_02733
tcdA,tcdA,tRNA threonylcarbamoyladenosine dehydratase,5,5,1.0,2,3031,,,,813,813,813.0,GCDEOBMB_03856,DBBBBKPJ_00603,INHMNHHN_04467,PDFLHPBO_02660,FNCGEDBI_01026
group_2166,,enoyl-CoA hydratase,5,5,1.0,2,3030,,,,813,813,813.0,GCDEOBMB_03525,DBBBBKPJ_03972,INHMNHHN_00046,PDFLHPBO_03268,FNCGEDBI_01762
group_2165,,hypothetical protein,5,5,1.0,2,3029,,,,813,813,813.0,GCDEOBMB_02904,DBBBBKPJ_03418,INHMNHHN_01930,PDFLHPBO_00408,FNCGEDBI_02249
