Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,0F525Q1V,4D4LKLYR,A4O0PUJ2,AWGWLE2V,UE20R4AD
group_1927,,hypothetical protein,5,5,1.0,1,2874,,,,867,867,867.0,INHMNHHN_02407,FNCGEDBI_02877,PDFLHPBO_04772,DBBBBKPJ_01429,GCDEOBMB_02226
group_1926,,transcriptional regulator,5,5,1.0,1,2873,,,,867,867,867.0,INHMNHHN_01474,FNCGEDBI_00914,PDFLHPBO_02563,DBBBBKPJ_00708,GCDEOBMB_03960
group_1925,,3-hydroxyisobutyrate dehydrogenase,5,5,1.0,1,2872,,,,867,867,867.0,INHMNHHN_01298,FNCGEDBI_04315,PDFLHPBO_03568,DBBBBKPJ_01895,GCDEOBMB_01792
popN,popN,type III secretion outer membrane protein PopN,5,5,1.0,1,2871,,,,867,867,867.0,INHMNHHN_00177,FNCGEDBI_01554,PDFLHPBO_03398,DBBBBKPJ_04103,GCDEOBMB_03314
psd,psd,phosphatidylserine decarboxylase,5,5,1.0,1,2868,,,,870,870,870.0,INHMNHHN_02517,FNCGEDBI_02769,PDFLHPBO_04882,DBBBBKPJ_01541,GCDEOBMB_04579
hflC,hflC,protease subunit HflC,5,5,1.0,1,2867,,,,870,870,870.0,INHMNHHN_02501,FNCGEDBI_02785,PDFLHPBO_04866,DBBBBKPJ_01525,GCDEOBMB_04563
group_1923,,hypothetical protein,5,5,1.0,1,2866,,,,870,870,870.0,INHMNHHN_02491,FNCGEDBI_02793,PDFLHPBO_04856,DBBBBKPJ_01515,GCDEOBMB_04553
group_1922,,hypothetical protein,5,5,1.0,1,2865,,,,870,870,870.0,INHMNHHN_01392,FNCGEDBI_04410,PDFLHPBO_03429,DBBBBKPJ_05958,GCDEOBMB_01697
group_1921,,hypothetical protein,5,5,1.0,1,2864,,,,870,870,870.0,INHMNHHN_00187,FNCGEDBI_01543,PDFLHPBO_03408,DBBBBKPJ_04113,GCDEOBMB_03304
catR_3,catR_3,transcriptional regulator CatR,5,5,1.0,1,2862,,,,873,873,873.0,INHMNHHN_05298,FNCGEDBI_03582,PDFLHPBO_04525,DBBBBKPJ_06198,GCDEOBMB_02524
group_1920,,ABC transporter ATP-binding protein,5,5,1.0,1,2861,,,,873,873,873.0,INHMNHHN_02468,FNCGEDBI_02816,PDFLHPBO_04833,DBBBBKPJ_01491,GCDEOBMB_02288
pilD,pilD,type 4 prepilin peptidase PilD,5,5,1.0,1,2860,,,,873,873,873.0,INHMNHHN_01991,FNCGEDBI_03879,PDFLHPBO_00971,DBBBBKPJ_03479,GCDEOBMB_00974
group_1919,,transcriptional regulator,5,5,1.0,1,2859,,,,873,873,873.0,INHMNHHN_01537,FNCGEDBI_00851,PDFLHPBO_02514,DBBBBKPJ_01650,GCDEOBMB_01860
zipA,zipA,cell division protein ZipA,5,5,1.0,1,2858,,,,873,873,873.0,INHMNHHN_01249,FNCGEDBI_06391,PDFLHPBO_03623,DBBBBKPJ_01944,GCDEOBMB_06363
pvcB,pvcB,paerucumarin biosynthesis protein PvcB,5,5,1.0,1,2856,,,,876,876,876.0,INHMNHHN_06015,FNCGEDBI_05664,PDFLHPBO_05190,DBBBBKPJ_06002,GCDEOBMB_03772
group_1918,,transcriptional regulator,5,5,1.0,1,2854,,,,876,876,876.0,INHMNHHN_03990,FNCGEDBI_01050,PDFLHPBO_02729,DBBBBKPJ_04581,GCDEOBMB_01678
group_1917,,molecular chaperone Hsp31/glyoxalase,5,5,1.0,1,2853,,,,876,876,876.0,INHMNHHN_03987,FNCGEDBI_01053,PDFLHPBO_02732,DBBBBKPJ_04578,GCDEOBMB_01675
group_1915,,alpha/beta hydrolase,5,5,1.0,1,2851,,,,876,876,876.0,INHMNHHN_00033,FNCGEDBI_01775,PDFLHPBO_03255,DBBBBKPJ_03959,GCDEOBMB_03538
group_1912,,transcriptional regulator,5,5,1.0,1,2848,,,,879,879,879.0,INHMNHHN_05285,FNCGEDBI_03569,PDFLHPBO_06176,DBBBBKPJ_06211,GCDEOBMB_02537
atuB,atuB,citronellol catabolism dehydrogenase,5,5,1.0,1,2847,,,,879,879,879.0,INHMNHHN_04269,FNCGEDBI_05201,PDFLHPBO_01711,DBBBBKPJ_02710,GCDEOBMB_02106
dapA_1,dapA_1,4-hydroxy-tetrahydrodipicolinate synthase,5,5,1.0,1,2846,,,,879,879,879.0,INHMNHHN_03850,FNCGEDBI_01195,PDFLHPBO_02865,DBBBBKPJ_01992,GCDEOBMB_01537
group_1911,,hypothetical protein,5,5,1.0,1,2845,,,,879,879,879.0,INHMNHHN_03589,FNCGEDBI_04237,PDFLHPBO_02204,DBBBBKPJ_02248,GCDEOBMB_02055
group_1910,,hypothetical protein,5,5,1.0,1,2844,,,,879,879,879.0,INHMNHHN_01431,FNCGEDBI_00972,PDFLHPBO_02606,DBBBBKPJ_00657,GCDEOBMB_03910
rmlA,rmlA,glucose-1-phosphate thymidylyltransferase,5,5,1.0,1,2841,,,,882,882,882.0,INHMNHHN_04840,FNCGEDBI_03774,PDFLHPBO_00793,DBBBBKPJ_04769,GCDEOBMB_04794
group_1907,,hypothetical protein,5,5,1.0,1,2840,,,,882,882,882.0,INHMNHHN_04415,FNCGEDBI_04689,PDFLHPBO_03704,DBBBBKPJ_03889,GCDEOBMB_00314
pal_3,pal_3,Peptidoglycan-associated lipoprotein,5,5,1.0,1,2839,,,,882,882,882.0,INHMNHHN_03891,FNCGEDBI_01154,PDFLHPBO_02823,DBBBBKPJ_04482,GCDEOBMB_01578
group_1905,,hypothetical protein,5,5,1.0,1,2837,,,,882,882,882.0,INHMNHHN_02284,FNCGEDBI_02998,PDFLHPBO_04652,DBBBBKPJ_01308,GCDEOBMB_06057
group_1904,,glutamyl-Q tRNA(Asp) synthetase,5,5,1.0,1,2836,,,,882,882,882.0,INHMNHHN_02272,FNCGEDBI_03009,PDFLHPBO_04641,DBBBBKPJ_01297,GCDEOBMB_05841
group_1903,,transcriptional regulator,5,5,1.0,1,2835,,,,882,882,882.0,INHMNHHN_01292,FNCGEDBI_04309,PDFLHPBO_03574,DBBBBKPJ_01901,GCDEOBMB_01798
wapR,wapR,alpha-13-rhamnosyltransferase WapR,5,5,1.0,1,2829,,,,885,885,885.0,INHMNHHN_02562,FNCGEDBI_02724,PDFLHPBO_04926,DBBBBKPJ_01586,GCDEOBMB_04623
group_1898,,transcriptional regulator,5,5,1.0,1,2828,,,,885,885,885.0,INHMNHHN_02550,FNCGEDBI_02736,PDFLHPBO_04915,DBBBBKPJ_01574,GCDEOBMB_04612
prmA,prmA,50S ribosomal protein L11 methyltransferase,5,5,1.0,1,2827,,,,885,885,885.0,INHMNHHN_02408,FNCGEDBI_02876,PDFLHPBO_04773,DBBBBKPJ_01430,GCDEOBMB_02227
tadB,tadB,type II secretion system protein TadB,5,5,1.0,1,2826,,,,885,885,885.0,INHMNHHN_02224,FNCGEDBI_01524,PDFLHPBO_01205,DBBBBKPJ_03286,GCDEOBMB_05958
group_1897,,transcriptional regulator,5,5,1.0,1,2825,,,,885,885,885.0,INHMNHHN_01695,FNCGEDBI_04247,PDFLHPBO_02177,DBBBBKPJ_02240,GCDEOBMB_02788
pcrV,pcrV,type III secretion protein PcrV,5,5,1.0,1,2824,,,,885,885,885.0,INHMNHHN_00169,FNCGEDBI_01562,PDFLHPBO_03390,DBBBBKPJ_04095,GCDEOBMB_03322
cynR,cynR,DNA-binding transcriptional regulator CynR,5,5,1.0,1,2819,,,,888,888,888.0,INHMNHHN_04623,FNCGEDBI_01327,PDFLHPBO_05229,DBBBBKPJ_04146,GCDEOBMB_05533
group_1893,,transcriptional regulator,5,5,1.0,1,2818,,,,888,888,888.0,INHMNHHN_04424,FNCGEDBI_04680,PDFLHPBO_03695,DBBBBKPJ_03898,GCDEOBMB_00323
group_1892,,ring-cleaving dioxygenase,5,5,1.0,1,2817,,,,426,426,426.0,INHMNHHN_05336,FNCGEDBI_03619,PDFLHPBO_04488,DBBBBKPJ_01721,GCDEOBMB_02487
group_1890,,hypothetical protein,5,5,1.0,1,2815,,,,888,888,888.0,INHMNHHN_02253,FNCGEDBI_03028,PDFLHPBO_04622,DBBBBKPJ_01279,GCDEOBMB_05860
sucD,sucD,succinyl-CoA ligase subunit alpha,5,5,1.0,1,2814,,,,888,888,888.0,INHMNHHN_01312,FNCGEDBI_04329,PDFLHPBO_03509,DBBBBKPJ_01881,GCDEOBMB_01778
group_1889,,Baeyer-Villiger monooxygenase,5,5,1.0,1,2813,,,,888,888,888.0,INHMNHHN_01258,FNCGEDBI_04275,PDFLHPBO_03608,DBBBBKPJ_01935,GCDEOBMB_01832
group_1888,,cyclic di-GMP phosphodiesterase,5,5,1.0,1,2812,,,,1182,1182,1182.0,INHMNHHN_02332,FNCGEDBI_02949,PDFLHPBO_04701,DBBBBKPJ_01357,GCDEOBMB_06106
group_1887,,hypothetical protein,5,5,1.0,1,2811,,,,822,882,856.8,INHMNHHN_02648,FNCGEDBI_02638,PDFLHPBO_00714,DBBBBKPJ_04665,GCDEOBMB_04709
group_1886,,hypothetical protein,5,5,1.0,1,2810,,,,888,888,888.0,INHMNHHN_00140,FNCGEDBI_01591,PDFLHPBO_03361,DBBBBKPJ_04066,GCDEOBMB_03351
group_1885,,transcriptional regulator,5,5,1.0,1,2809,,,,888,888,888.0,INHMNHHN_00005,FNCGEDBI_01803,PDFLHPBO_03227,DBBBBKPJ_06054,GCDEOBMB_03566
cyoE,cyoE,protoheme IX farnesyltransferase,5,5,1.0,1,2805,,,,891,891,891.0,INHMNHHN_05604,FNCGEDBI_05816,PDFLHPBO_03977,DBBBBKPJ_00766,GCDEOBMB_04018
group_1882,,transcriptional regulator,5,5,1.0,1,2803,,,,891,891,891.0,INHMNHHN_04487,FNCGEDBI_01006,PDFLHPBO_02640,DBBBBKPJ_00623,GCDEOBMB_03876
group_1881,,hypothetical protein,5,5,1.0,1,2802,,,,891,891,891.0,INHMNHHN_04334,FNCGEDBI_04867,PDFLHPBO_03769,DBBBBKPJ_02775,GCDEOBMB_00117
group_1880,,transcriptional regulator,5,5,1.0,1,2801,,,,891,891,891.0,INHMNHHN_04277,FNCGEDBI_05209,PDFLHPBO_01719,DBBBBKPJ_02718,GCDEOBMB_02114
ubiA,ubiA,4-hydroxybenzoate octaprenyltransferase,5,5,1.0,1,2800,,,,891,891,891.0,INHMNHHN_03518,FNCGEDBI_06156,PDFLHPBO_04541,DBBBBKPJ_01164,GCDEOBMB_05308
yedA,yedA,putative inner membrane transporter YedA,5,5,1.0,1,2799,,,,891,891,891.0,INHMNHHN_02334,FNCGEDBI_02947,PDFLHPBO_04703,DBBBBKPJ_01359,GCDEOBMB_06108
group_1879,,hypothetical protein,5,5,1.0,1,2798,,,,891,891,891.0,INHMNHHN_02238,FNCGEDBI_01510,PDFLHPBO_01219,DBBBBKPJ_03272,GCDEOBMB_05944
group_1878,,2-hydroxy-3-oxopropionate reductase,5,5,1.0,1,2797,,,,891,891,891.0,INHMNHHN_01625,FNCGEDBI_00763,PDFLHPBO_02427,DBBBBKPJ_03199,GCDEOBMB_05687
group_1877,,hypothetical protein,5,5,1.0,1,2796,,,,891,891,891.0,INHMNHHN_01587,FNCGEDBI_00801,PDFLHPBO_02464,DBBBBKPJ_03236,GCDEOBMB_06335
motD,motD,flagellar motor protein MotD,5,5,1.0,1,2795,,,,891,891,891.0,INHMNHHN_01585,FNCGEDBI_00803,PDFLHPBO_02466,DBBBBKPJ_03238,GCDEOBMB_05588
group_1876,,hypothetical protein,5,5,1.0,1,2794,,,,891,891,891.0,INHMNHHN_01440,FNCGEDBI_00963,PDFLHPBO_02597,DBBBBKPJ_00670,GCDEOBMB_03922
rhtA,rhtA,Threonine/homoserine exporter RhtA,5,5,1.0,1,2793,,,,894,894,894.0,INHMNHHN_05643,FNCGEDBI_05776,PDFLHPBO_03938,DBBBBKPJ_00806,GCDEOBMB_04058
group_1875,,transcriptional regulator,5,5,1.0,1,2792,,,,894,894,894.0,INHMNHHN_04963,1_refound_21,PDFLHPBO_03174,DBBBBKPJ_05620,GCDEOBMB_03831
yrfI,yrfI,heat shock protein 33,5,5,1.0,1,2791,,,,894,894,894.0,INHMNHHN_04871,FNCGEDBI_03743,PDFLHPBO_00824,DBBBBKPJ_05909,GCDEOBMB_05209
group_1874,,transcriptional regulator,5,5,1.0,1,2790,,,,894,894,894.0,INHMNHHN_04279,FNCGEDBI_05211,PDFLHPBO_01721,DBBBBKPJ_02720,GCDEOBMB_02116
group_1873,,hypothetical protein,5,5,1.0,1,2789,,,,894,894,894.0,INHMNHHN_02331,FNCGEDBI_02950,PDFLHPBO_04700,DBBBBKPJ_01356,GCDEOBMB_06105
eamA_1,eamA_1,putative amino-acid metabolite efflux pump,5,5,1.0,1,2788,,,,894,894,894.0,INHMNHHN_02330,FNCGEDBI_02951,PDFLHPBO_04699,DBBBBKPJ_01355,GCDEOBMB_06104
phuT_2,phuT_2,heme-transporter PhuT,5,5,1.0,1,2787,,,,894,894,894.0,INHMNHHN_02256,FNCGEDBI_03025,PDFLHPBO_04625,DBBBBKPJ_01282,GCDEOBMB_05857
gbuR,gbuR,protein GbuR,5,5,1.0,1,2786,,,,894,894,894.0,INHMNHHN_01546,FNCGEDBI_00842,PDFLHPBO_02505,DBBBBKPJ_01659,GCDEOBMB_01851
group_1871,,transporter,5,5,1.0,1,2784,,,,894,894,894.0,INHMNHHN_01374,FNCGEDBI_04392,PDFLHPBO_03447,DBBBBKPJ_01819,GCDEOBMB_01715
alkA,alkA,DNA-3-methyladenine glycosidase II,5,5,1.0,1,2783,,,,894,894,894.0,INHMNHHN_00189,FNCGEDBI_01541,PDFLHPBO_03410,DBBBBKPJ_04115,GCDEOBMB_03302
group_1870,,transcriptional regulator,5,5,1.0,1,2782,,,,897,897,897.0,INHMNHHN_06027,FNCGEDBI_05652,PDFLHPBO_05178,DBBBBKPJ_05990,GCDEOBMB_03784
group_1869,,transcriptional regulator,5,5,1.0,1,2781,,,,897,897,897.0,INHMNHHN_05413,FNCGEDBI_06261,PDFLHPBO_06147,DBBBBKPJ_06111,GCDEOBMB_06172
group_1868,,NAD-dependent L-serine dehydrogenase,5,5,1.0,1,2780,,,,897,897,897.0,INHMNHHN_05054,FNCGEDBI_03421,PDFLHPBO_04102,DBBBBKPJ_02164,GCDEOBMB_00432
group_1867,,hypothetical protein,5,5,1.0,1,2779,,,,897,897,897.0,INHMNHHN_04198,FNCGEDBI_05130,PDFLHPBO_01640,DBBBBKPJ_02638,GCDEOBMB_05642
group_1866,,transcriptional regulator,5,5,1.0,1,2778,,,,897,897,897.0,INHMNHHN_03640,FNCGEDBI_04185,PDFLHPBO_02260,DBBBBKPJ_02299,GCDEOBMB_02004
group_1865,,hypothetical protein,5,5,1.0,1,2777,,,,897,897,897.0,INHMNHHN_02565,FNCGEDBI_02721,PDFLHPBO_04929,DBBBBKPJ_01589,GCDEOBMB_04626
group_1864,,transcriptional regulator,5,5,1.0,1,2776,,,,897,897,897.0,INHMNHHN_02460,FNCGEDBI_02824,PDFLHPBO_04825,DBBBBKPJ_01483,GCDEOBMB_02280
group_1863,,hypothetical protein,5,5,1.0,1,2775,,,,897,897,897.0,INHMNHHN_02175,FNCGEDBI_04063,PDFLHPBO_01156,DBBBBKPJ_03675,GCDEOBMB_00792
iciA,iciA,chromosome replication initiation inhibitor protein,5,5,1.0,1,2774,,,,897,897,897.0,INHMNHHN_02160,FNCGEDBI_04048,PDFLHPBO_01141,DBBBBKPJ_03660,GCDEOBMB_00807
prpB_1,prpB_1,2-methylisocitrate lyase,5,5,1.0,1,2773,,,,897,897,897.0,INHMNHHN_01675,FNCGEDBI_04267,PDFLHPBO_02157,DBBBBKPJ_02220,GCDEOBMB_02768
group_1861,,hypothetical protein,5,5,1.0,1,2771,,,,900,900,900.0,INHMNHHN_05368,FNCGEDBI_03651,PDFLHPBO_04453,DBBBBKPJ_01681,GCDEOBMB_02452
group_1859,,hypothetical protein,5,5,1.0,1,2769,,,,900,900,900.0,INHMNHHN_04434,FNCGEDBI_04670,PDFLHPBO_03685,DBBBBKPJ_03908,GCDEOBMB_00333
cysM_1,cysM_1,cysteine synthase B,5,5,1.0,1,2768,,,,900,900,900.0,INHMNHHN_03699,FNCGEDBI_04126,PDFLHPBO_02317,DBBBBKPJ_02358,GCDEOBMB_01945
group_1858,,hypothetical protein,5,5,1.0,1,2767,,,,900,900,900.0,INHMNHHN_03513,FNCGEDBI_06161,PDFLHPBO_04536,DBBBBKPJ_01159,GCDEOBMB_05313
group_1857,,ABC transporter,5,5,1.0,1,2766,,,,900,900,900.0,INHMNHHN_02644,FNCGEDBI_02642,PDFLHPBO_00708,DBBBBKPJ_04669,GCDEOBMB_04705
lpxO1,lpxO1,lipopolysaccharide biosynthetic protein LpxO,5,5,1.0,1,2765,,,,900,900,900.0,INHMNHHN_02009,FNCGEDBI_03897,PDFLHPBO_00990,DBBBBKPJ_03509,GCDEOBMB_00958
group_1856,,transcriptional regulator,5,5,1.0,1,2764,,,,900,900,900.0,INHMNHHN_00718,FNCGEDBI_02328,PDFLHPBO_00613,DBBBBKPJ_03338,GCDEOBMB_04172
group_1854,,(R)-3-hydroxydecanoyl-ACP:CoA transacylase,5,5,1.0,1,2762,,,,903,903,903.0,INHMNHHN_05039,FNCGEDBI_03436,PDFLHPBO_04087,DBBBBKPJ_02149,GCDEOBMB_00447
group_1853,,transcriptional regulator,5,5,1.0,1,2761,,,,903,903,903.0,INHMNHHN_04625,FNCGEDBI_01329,PDFLHPBO_05227,DBBBBKPJ_04144,GCDEOBMB_05535
liuE,liuE,3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy- methylglutaryl-CoA lyase,5,5,1.0,1,2760,,,,903,903,903.0,INHMNHHN_04578,FNCGEDBI_06032,PDFLHPBO_05272,DBBBBKPJ_04189,GCDEOBMB_04408
group_1851,,transcriptional regulator,5,5,1.0,1,2758,,,,903,903,903.0,INHMNHHN_03997,FNCGEDBI_01043,PDFLHPBO_02722,DBBBBKPJ_04588,GCDEOBMB_01685
group_1850,,transcriptional regulator,5,5,1.0,1,2757,,,,903,903,903.0,INHMNHHN_03993,FNCGEDBI_01047,PDFLHPBO_02726,DBBBBKPJ_04584,GCDEOBMB_01681
group_1849,,two-component response regulator,5,5,1.0,1,2756,,,,903,903,903.0,INHMNHHN_03512,FNCGEDBI_06162,PDFLHPBO_04535,DBBBBKPJ_01158,GCDEOBMB_05314
group_1848,,epoxide hydrolase,5,5,1.0,1,2755,,,,903,903,903.0,INHMNHHN_03036,FNCGEDBI_01361,PDFLHPBO_02011,DBBBBKPJ_00156,GCDEOBMB_05122
group_1847,,hypothetical protein,5,5,1.0,1,2754,,,,903,903,903.0,INHMNHHN_02155,FNCGEDBI_04043,PDFLHPBO_01136,DBBBBKPJ_03655,GCDEOBMB_00812
zupT,zupT,Zinc transporter ZupT,5,5,1.0,1,2753,,,,903,903,903.0,INHMNHHN_02054,FNCGEDBI_03942,PDFLHPBO_01035,DBBBBKPJ_03554,GCDEOBMB_00913
group_1846,,hypothetical protein,5,5,1.0,1,2752,,,,903,903,903.0,INHMNHHN_01475,FNCGEDBI_00913,PDFLHPBO_02562,DBBBBKPJ_00709,GCDEOBMB_03961
group_1842,,transcriptional regulator,5,5,1.0,1,2748,,,,906,906,906.0,INHMNHHN_05337,FNCGEDBI_03620,PDFLHPBO_04487,DBBBBKPJ_01720,GCDEOBMB_02486
rimK,rimK,ribosomal protein S6 modification protein,5,5,1.0,1,2746,,,,906,906,906.0,INHMNHHN_04875,FNCGEDBI_03739,PDFLHPBO_00828,DBBBBKPJ_05913,GCDEOBMB_05205
group_1840,,hypothetical protein,5,5,1.0,1,2745,,,,906,906,906.0,INHMNHHN_03904,FNCGEDBI_01141,PDFLHPBO_02810,DBBBBKPJ_04495,GCDEOBMB_01591
pqsE,pqsE,thioesterase PqsE,5,5,1.0,1,2744,,,,906,906,906.0,INHMNHHN_03840,FNCGEDBI_01275,PDFLHPBO_02875,DBBBBKPJ_02002,GCDEOBMB_01527
argB,argB,acetylglutamate kinase,5,5,1.0,1,2743,,,,906,906,906.0,INHMNHHN_03553,FNCGEDBI_06121,PDFLHPBO_04576,DBBBBKPJ_01199,GCDEOBMB_05273
group_1838,,transcriptional regulator,5,5,1.0,1,2741,,,,906,906,906.0,INHMNHHN_02591,FNCGEDBI_02695,PDFLHPBO_04955,DBBBBKPJ_01615,GCDEOBMB_04652
group_1837,,hypothetical protein,5,5,1.0,1,2740,,,,906,906,906.0,INHMNHHN_01081,FNCGEDBI_05083,PDFLHPBO_04073,DBBBBKPJ_02088,GCDEOBMB_05803
group_1835,,transcriptional regulator,5,5,1.0,1,2738,,,,906,906,906.0,INHMNHHN_00041,FNCGEDBI_01767,PDFLHPBO_03263,DBBBBKPJ_03967,GCDEOBMB_03530
group_1830,,ABC transporter,5,5,1.0,1,2733,,,,909,909,909.0,INHMNHHN_05625,FNCGEDBI_05795,PDFLHPBO_03956,DBBBBKPJ_00788,GCDEOBMB_04039
group_1829,,transcriptional regulator,5,5,1.0,1,2732,,,,909,909,909.0,INHMNHHN_05611,FNCGEDBI_05809,PDFLHPBO_03970,DBBBBKPJ_00774,GCDEOBMB_04025
group_1828,,transcriptional regulator,5,5,1.0,1,2731,,,,909,909,909.0,INHMNHHN_04867,FNCGEDBI_03747,PDFLHPBO_00820,DBBBBKPJ_04797,GCDEOBMB_04822
rmlD_2,rmlD_2,dTDP-4-dehydrorhamnose reductase,5,5,1.0,1,2730,,,,909,909,909.0,INHMNHHN_04839,FNCGEDBI_03775,PDFLHPBO_00792,DBBBBKPJ_04768,GCDEOBMB_04793
group_1827,,putative protein,5,5,1.0,1,2729,,,,909,909,909.0,INHMNHHN_04602,FNCGEDBI_06009,PDFLHPBO_05248,DBBBBKPJ_04166,GCDEOBMB_04431
group_1826,,transcriptional regulator,5,5,1.0,1,2728,,,,909,909,909.0,INHMNHHN_02647,FNCGEDBI_02639,PDFLHPBO_00711,DBBBBKPJ_04666,GCDEOBMB_04708
aaeA,aaeA,p-hydroxybenzoic acid efflux pump subunit AaeA,5,5,1.0,1,2726,,,,909,909,909.0,INHMNHHN_01444,FNCGEDBI_00959,PDFLHPBO_02593,DBBBBKPJ_00674,GCDEOBMB_03926
group_1824,,glutaminase,5,5,1.0,1,2725,,,,909,909,909.0,INHMNHHN_01361,FNCGEDBI_04378,PDFLHPBO_03460,DBBBBKPJ_01832,GCDEOBMB_01728
pcoA_2~~~pcoA,pcoA_2;pcoA,copper resistance protein A,5,5,1.0,1,2724,,,,1860,1899,1867.8,INHMNHHN_03016,FNCGEDBI_01338,PDFLHPBO_02031,DBBBBKPJ_04135,GCDEOBMB_05510
group_1821,,hypothetical protein,5,5,1.0,1,2720,,,,912,912,912.0,INHMNHHN_06148,FNCGEDBI_03546,PDFLHPBO_06220,DBBBBKPJ_04827,GCDEOBMB_05600
pslC,pslC,biofilm formation protein PslC,5,5,1.0,1,2719,,,,912,912,912.0,INHMNHHN_05992,FNCGEDBI_05687,PDFLHPBO_06189,DBBBBKPJ_06025,GCDEOBMB_03749
sss,sss,site-specific tyrosine recombinase XerC,5,5,1.0,1,2718,,,,912,912,912.0,INHMNHHN_05969,FNCGEDBI_06078,PDFLHPBO_06118,DBBBBKPJ_05334,GCDEOBMB_03285
group_1820,,transcriptional regulator,5,5,1.0,1,2717,,,,912,912,912.0,INHMNHHN_05595,FNCGEDBI_05825,PDFLHPBO_03986,DBBBBKPJ_00757,GCDEOBMB_04009
group_1819,,transcriptional regulator,5,5,1.0,1,2716,,,,912,912,912.0,INHMNHHN_05324,FNCGEDBI_03607,PDFLHPBO_04500,DBBBBKPJ_01733,GCDEOBMB_02499
group_1817,,two-component response regulator,5,5,1.0,1,2714,,,,912,912,912.0,INHMNHHN_04275,FNCGEDBI_05207,PDFLHPBO_01717,DBBBBKPJ_02716,GCDEOBMB_02112
group_1816,,transcriptional regulator,5,5,1.0,1,2713,,,,912,912,912.0,INHMNHHN_03980,FNCGEDBI_01060,PDFLHPBO_02739,DBBBBKPJ_04571,GCDEOBMB_01668
tadC,tadC,type II secretion system protein TadC,5,5,1.0,1,2712,,,,912,912,912.0,INHMNHHN_02225,FNCGEDBI_01523,PDFLHPBO_01206,DBBBBKPJ_03285,GCDEOBMB_05957
group_1815,,hypothetical protein,5,5,1.0,1,2711,,,,912,912,912.0,INHMNHHN_02220,FNCGEDBI_01528,PDFLHPBO_01201,DBBBBKPJ_03290,GCDEOBMB_05962
panE,panE,2-dehydropantoate 2-reductase,5,5,1.0,1,2710,,,,912,912,912.0,INHMNHHN_02125,FNCGEDBI_04013,PDFLHPBO_01106,DBBBBKPJ_03625,GCDEOBMB_00842
lpxC,lpxC,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,5,5,1.0,1,2709,,,,912,912,912.0,INHMNHHN_02116,FNCGEDBI_04004,PDFLHPBO_01097,DBBBBKPJ_03616,GCDEOBMB_00851
group_1814,,ABC transporter permease,5,5,1.0,1,2708,,,,912,912,912.0,INHMNHHN_02017,FNCGEDBI_03905,PDFLHPBO_00998,DBBBBKPJ_03517,GCDEOBMB_00950
group_1813,,hypothetical protein,5,5,1.0,1,2707,,,,912,912,912.0,INHMNHHN_01535,FNCGEDBI_00853,PDFLHPBO_02516,DBBBBKPJ_01648,GCDEOBMB_01862
group_1812,,transcriptional regulator,5,5,1.0,1,2705,,,,915,915,915.0,INHMNHHN_06143,FNCGEDBI_03541,PDFLHPBO_06215,DBBBBKPJ_04832,GCDEOBMB_05595
group_1811,,hypothetical protein,5,5,1.0,1,2704,,,,915,915,915.0,INHMNHHN_05973,FNCGEDBI_06082,PDFLHPBO_06122,DBBBBKPJ_05338,GCDEOBMB_03281
mexT,mexT,transcriptional regulator MexT,5,5,1.0,1,2703,,,,915,915,915.0,INHMNHHN_05280,FNCGEDBI_03564,PDFLHPBO_06171,DBBBBKPJ_06255,GCDEOBMB_02542
group_1810,,transcriptional regulator,5,5,1.0,1,2702,,,,915,915,915.0,INHMNHHN_04896,FNCGEDBI_03718,PDFLHPBO_00849,DBBBBKPJ_05166,GCDEOBMB_05184
group_1809,,major facilitator superfamily transporter,5,5,1.0,1,2701,,,,1194,1194,1194.0,INHMNHHN_04897,FNCGEDBI_03717,PDFLHPBO_00850,DBBBBKPJ_05167,GCDEOBMB_05183
pqqB,pqqB,coenzyme PQQ synthesis protein B,5,5,1.0,1,2700,,,,915,915,915.0,INHMNHHN_04553,FNCGEDBI_06057,PDFLHPBO_05297,DBBBBKPJ_04214,GCDEOBMB_04383
group_1808,,transcriptional regulator,5,5,1.0,1,2699,,,,915,915,915.0,INHMNHHN_03911,FNCGEDBI_01134,PDFLHPBO_02803,DBBBBKPJ_04502,GCDEOBMB_01598
group_1807,,acyltransferase,5,5,1.0,1,2698,,,,915,915,915.0,INHMNHHN_03596,FNCGEDBI_04230,PDFLHPBO_02215,DBBBBKPJ_02255,GCDEOBMB_02048
group_1806,,branched-chain amino acid ABC transporter,5,5,1.0,1,2697,,,,915,915,915.0,INHMNHHN_02470,FNCGEDBI_02814,PDFLHPBO_04835,DBBBBKPJ_01493,GCDEOBMB_02290
truB,truB,tRNA pseudouridine synthase B,5,5,1.0,1,2696,,,,915,915,915.0,INHMNHHN_02292,FNCGEDBI_02990,PDFLHPBO_04660,DBBBBKPJ_01316,GCDEOBMB_06065
uspE_2,uspE_2,Universal stress protein E,5,5,1.0,1,2695,,,,915,915,915.0,INHMNHHN_02196,FNCGEDBI_04084,PDFLHPBO_01177,DBBBBKPJ_03696,GCDEOBMB_00771
